lat,lng,val
40.16,-92.17,991.025898175
38.98,-93.57,528.031415377
39.07,-93.71,243.302364949
39.16,-93.89,386.337370973
39.13,-94.06,74.2317681624
39.21,-93.52,466.121844776
40.14,-91.52,8.86534152193
39.97,-91.89,445.859527252
39.00,-90.69,344.631385961
39.15,-90.78,511.069119605
38.95,-91.00,749.22320036
39.76,-93.06,600.747680893
39.86,-93.15,730.356813061
39.78,-93.54,833.540681288
39.75,-92.51,774.164852866
37.57,-90.31,662.912671812
38.13,-91.77,982.295579813
39.72,-91.37,536.327786406
40.40,-93.58,654.050683319
38.63,-92.55,732.264720409
39.64,-91.72,138.360519051
36.99,-94.36,916.817179096
40.45,-95.07,665.664390451
40.24,-94.68,336.376808656
40.35,-94.83,738.393103971
38.46,-91.70,300.78105146
36.79,-92.22,736.653044243
36.60,-92.26,829.408618388
37.73,-89.92,852.154073162
38.68,-93.22,621.09909018
37.96,-91.78,186.195336542
39.34,-91.17,193.824409656
39.37,-90.91,250.246138089
39.45,-91.05,395.974691017
39.30,-94.73,635.71769099
37.62,-93.39,285.570636346
37.79,-93.45,745.933311632
37.46,-93.44,317.856990405
37.78,-92.27,606.843181312
40.48,-93.00,857.491506618
39.53,-91.64,193.614151254
39.64,-91.25,556.863153937
39.42,-92.44,790.662403422
39.24,-93.97,930.650844154
39.02,-93.20,579.761549626
39.13,-93.22,450.97661775
38.97,-93.42,451.754735116
40.49,-92.37,194.903264747
40.46,-92.18,245.208075209
37.23,-89.57,179.643321751
36.88,-89.62,689.607756627
37.16,-91.36,49.3754589356
37.26,-91.43,224.581455041
36.98,-91.38,991.13226249
39.68,-92.05,556.089180468
38.81,-90.52,654.536388716
38.76,-90.61,116.350647062
38.70,-90.68,478.791581372
38.19,-94.03,261.466840527
37.79,-90.41,234.85310728
38.69,-90.52,102.66818368
38.75,-90.37,817.176944415
38.63,-90.27,332.108215802
38.56,-90.49,759.286709374
40.35,-92.95,882.258847796
40.22,-93.11,818.600824588
36.53,-93.20,749.298524413
36.57,-92.83,187.431298028
37.32,-91.96,957.603730823
38.83,-91.14,93.4123173749
37.90,-90.84,543.062048088
37.13,-90.78,285.141039405
36.92,-90.28,433.432338595
37.33,-92.91,736.294475604
40.46,-94.50,762.765364259
37.25,-92.52,370.181121641
37.11,-92.58,315.461666433
34.88,-88.62,432.793208066
34.85,-89.16,986.988230093
34.62,-89.19,846.943481147
33.74,-90.74,251.354344279
33.50,-90.09,442.283468899
33.93,-89.01,890.187694266
34.19,-90.56,346.782834041
34.90,-90.21,945.223366726
34.92,-89.94,767.051121718
31.28,-89.25,53.5117602819
31.47,-90.89,401.935066367
33.76,-89.81,867.461734001
30.41,-89.08,442.244952426
32.34,-90.22,823.776202726
32.21,-90.51,565.280989466
33.18,-90.49,817.727073138
34.26,-88.46,335.685398244
34.37,-89.53,329.475360954
31.18,-89.42,826.349994026
32.33,-88.74,913.043525695
34.49,-88.70,648.745534702
34.26,-88.77,555.138175327
34.26,-88.77,725.57312147
34.91,-89.56,836.640317541
33.83,-88.52,643.370642245
33.48,-89.62,169.033212902
31.18,-90.47,792.421432895
34.63,-88.56,925.796894191
32.32,-90.08,283.996566503
31.95,-89.93,125.213782719
31.84,-89.60,216.298719934
34.78,-90.92,522.269015143
34.47,-89.00,693.346388642
33.36,-91.06,844.949967929
33.48,-90.99,162.946884738
34.16,-89.90,424.577192367
45.21,-112.64,435.71963099
44.94,-113.03,544.551731698
45.62,-113.45,611.542178924
45.54,-106.96,548.469029585
45.73,-107.61,476.535686845
45.43,-108.54,670.54425349
45.31,-107.94,944.395412866
48.59,-109.23,753.736646948
49.00,-108.39,609.561284829
46.33,-111.54,972.902310249
45.33,-108.91,236.894734663
45.47,-109.01,106.488513423
45.19,-109.29,124.550735429
45.21,-104.26,961.103603366
45.69,-104.38,142.367808525
45.89,-104.55,982.633513485
45.50,-104.45,746.984826944
47.02,-111.60,969.389193378
47.49,-111.28,475.519252072
47.47,-111.38,758.573257799
47.46,-111.38,922.991319038
47.04,-110.79,981.922253259
48.08,-111.26,930.386648671
47.83,-110.66,987.737778524
47.94,-110.53,822.327620408
48.28,-110.60,139.167646318
46.29,-105.29,428.519849403
45.85,-105.03,645.360584523
47.11,-104.72,644.534992133
46.92,-104.90,24.0515636776
46.42,-104.52,578.213012791
47.32,-109.94,859.027664767
47.03,-108.80,62.733202551
47.07,-109.40,691.072814098
47.01,-109.23,710.191764112
47.05,-109.46,965.14344045
47.58,-108.73,643.205750526
47.34,-108.50,194.561656541
48.34,-114.02,312.877230487
48.30,-114.26,759.671616557
48.55,-114.57,242.166015537
48.50,-113.98,284.07170428
45.28,-111.32,277.804836574
45.68,-111.15,865.428787864
45.79,-111.16,669.219801404
45.66,-111.05,297.7580075
45.88,-111.42,727.843283888
44.66,-111.10,959.063780367
48.60,-112.38,49.9170854362
48.45,-113.22,654.688269
48.74,-113.43,422.060454912
46.30,-109.26,512.320225663
46.53,-109.34,365.252678672
46.32,-113.30,665.561221049
48.50,-109.80,136.093611621
48.54,-109.76,550.02516855
48.73,-110.45,5.18193822273
48.52,-110.11,715.948764833
48.85,-110.60,306.446872166
49.00,-110.22,542.14326996
46.23,-112.11,207.395559708
46.37,-112.02,941.972309176
47.00,-109.87,695.779464247
47.15,-110.22,418.830473182
47.68,-114.19,412.032397732
47.68,-114.24,372.964531685
46.61,-111.96,512.085861495
46.99,-112.01,648.514093503
48.52,-110.97,61.5037306472
48.90,-115.06,359.107410756
48.40,-115.54,627.755637239
47.97,-115.22,939.122220522
48.41,-115.32,67.4088082566
48.95,-115.63,620.342754792
45.10,-112.09,459.016625532
45.34,-111.71,775.048072061
47.41,-105.60,107.825665044
46.88,-111.16,663.698226095
47.00,-114.48,87.7252733706
46.92,-114.09,809.137162776
46.92,-114.09,799.46217403
47.21,-113.52,653.973711575
46.44,-108.54,648.432605358
46.33,-108.74,962.693855582
45.89,-110.60,655.462462196
45.03,-110.70,765.153050861
45.50,-110.56,316.128614263
45.70,-110.54,602.771282081
45.74,-110.23,447.220290665
46.03,-110.51,225.897221699
46.85,-108.31,440.103928564
47.08,-108.32,509.139915661
48.36,-107.87,456.423254155
49.00,-107.83,429.734731397
48.47,-107.35,953.65296063
47.92,-108.52,496.560242614
48.18,-111.96,426.344262065
45.04,-105.49,868.950609593
45.18,-105.75,934.102658548
45.42,-105.87,77.5803223882
46.39,-112.80,704.879318781
46.79,-105.30,174.35241185
46.26,-114.16,936.795249254
45.91,-113.74,537.900535172
47.87,-104.90,245.752706008
47.45,-104.34,464.393278754
47.73,-104.15,438.440124037
48.55,-105.27,500.643810571
48.15,-104.51,629.305166203
45.82,-106.23,345.401680827
45.89,-106.63,891.460318859
46.27,-106.67,623.996173257
46.74,-107.21,162.288187013
48.08,-116.00,88.5605576906
47.59,-115.36,993.042502002
48.78,-104.57,965.8165031
49.00,-104.57,133.557497524
48.87,-104.05,205.41112912
45.64,-109.27,399.143950918
45.45,-109.51,469.760933804
45.24,-109.73,942.066910101
45.44,-109.81,426.495107868
45.96,-109.25,626.164021739
45.83,-109.95,33.8465461927
46.04,-109.49,303.569275353
45.66,-110.11,188.34947057
46.10,-110.05,910.082731904
47.93,-112.29,340.452295562
47.82,-112.19,575.962275233
48.72,-111.47,322.444674932
48.29,-111.57,177.918849472
48.98,-111.40,281.445544253
48.50,-111.86,476.757357697
46.29,-107.23,381.227399882
45.94,-107.14,583.840334383
48.21,-106.62,971.493713935
48.21,-106.63,310.959937212
48.35,-107.15,296.263057092
49.00,-106.38,926.127553469
48.41,-106.51,402.338728489
46.43,-109.83,813.042874917
46.58,-109.95,707.991944597
46.68,-109.75,723.634177605
46.74,-104.31,164.609958591
46.99,-104.16,378.932303244
45.81,-108.54,159.852607595
45.75,-108.57,484.83483035
45.77,-108.48,27.7125863465
45.92,-108.24,57.5340266987
46.22,-108.03,98.4481191226
36.42,-81.43,823.925182547
36.39,-81.30,260.894026656
36.16,-81.87,961.183969588
36.19,-81.87,141.81587257
36.25,-81.91,682.243573884
36.10,-81.83,193.645372728
35.39,-76.78,397.218611337
34.60,-78.65,657.114960806
35.60,-82.56,588.04619036
35.43,-82.54,782.111786019
35.77,-82.43,468.156631911
35.55,-82.70,256.628209772
35.54,-82.65,10.9848698923
35.41,-80.58,479.314215449
35.92,-81.54,253.705814563
34.78,-76.88,281.324446092
35.10,-84.02,910.391291294
36.02,-76.55,944.111708556
35.07,-77.05,527.203541347
35.06,-77.09,505.64968066
35.23,-75.62,631.912259307
35.01,-78.00,55.5601404352
35.88,-77.54,626.748585949
35.37,-83.70,349.215886673
36.10,-79.94,623.421524791
35.97,-79.97,587.617121638
36.48,-77.67,484.458405544
35.77,-83.10,92.4136217649
35.49,-82.97,790.329040898
34.99,-79.22,925.886319516
35.11,-75.99,151.851457661
35.31,-83.17,864.09956194
35.52,-81.44,994.18047851
35.90,-82.83,636.400534332
35.80,-82.67,953.527591617
35.71,-82.03,227.69876658
35.22,-80.96,583.030679788
35.93,-82.00,845.275524621
34.14,-77.88,643.080912956
34.27,-77.90,486.255107924
36.45,-77.08,181.428043588
35.91,-79.08,854.540119809
36.27,-76.18,760.5646907
36.35,-78.89,239.316308573
36.47,-79.74,872.411772929
36.38,-79.69,11.3486892399
35.68,-80.48,937.876085723
35.42,-82.19,662.829356014
35.02,-78.28,236.230360195
34.75,-79.47,775.366475866
36.41,-80.22,149.387373234
36.28,-80.36,17.332826218
36.50,-80.65,915.162212836
35.45,-83.43,783.147764078
35.52,-83.31,961.92027376
35.10,-82.95,973.796883707
35.27,-82.65,575.514979353
35.71,-76.13,220.194783156
36.35,-78.41,461.972272608
35.72,-78.79,840.822053914
35.89,-78.78,103.557195634
36.29,-77.98,244.75525566
36.21,-81.64,371.438593741
36.16,-81.15,960.72301303
36.13,-81.23,441.442789408
36.13,-80.55,266.86207799
35.76,-82.27,934.84865574
46.00,-102.65,330.596644529
46.92,-103.53,899.508965369
48.82,-100.45,311.383430688
48.98,-100.33,605.919577845
48.63,-101.38,373.054475395
48.61,-100.29,189.91493508
46.18,-103.41,698.715846996
46.83,-100.80,82.3999911856
46.78,-100.76,672.374800191
46.67,-100.23,360.365125758
46.93,-96.81,466.774222556
48.76,-98.34,241.767284761
48.94,-98.99,423.633440027
46.16,-98.40,11.0725374605
46.15,-98.09,310.936888392
48.91,-103.29,280.758098175
47.19,-102.84,499.000740549
47.35,-102.59,798.983966633
47.37,-102.76,540.004959386
47.14,-102.33,838.789138156
47.94,-97.18,377.711819091
47.92,-97.10,70.5370224471
46.41,-101.84,152.677873075
46.59,-101.81,626.91647501
46.18,-101.86,656.254620614
46.89,-99.93,277.117413595
46.51,-99.77,747.543529989
48.61,-100.73,925.371801452
46.04,-99.37,359.675717057
47.80,-103.29,730.524956287
47.65,-101.42,264.184898478
47.82,-101.29,982.554296545
47.52,-100.89,257.747963698
47.46,-101.15,592.827245982
46.46,-101.20,176.261807893
46.81,-100.91,447.768887005
46.89,-101.49,814.574906981
48.86,-97.70,330.748410543
48.97,-97.24,531.949422746
48.12,-98.90,783.969654812
46.44,-97.69,862.84435072
46.07,-97.15,994.561257078
46.39,-97.24,893.453899099
48.84,-99.75,664.760644942
47.48,-100.44,47.5464819044
46.89,-102.81,159.479397159
46.89,-102.32,762.880774629
47.00,-102.48,894.594083351
46.88,-98.68,349.324733239
46.70,-98.58,776.477258181
46.72,-99.45,36.8834922893
47.50,-97.35,904.761621441
48.46,-101.57,264.26211529
48.18,-101.30,921.710238713
48.14,-103.74,480.516718448
48.17,-103.64,817.790342379
40.65,-98.38,638.950693259
41.99,-98.07,669.575952545
42.13,-98.03,308.416339043
42.07,-97.97,59.9994626982
42.32,-98.09,629.018363191
41.57,-101.69,488.575401382
41.56,-103.37,510.767245128
41.63,-103.95,670.715930391
42.06,-100.25,145.411089007
41.69,-98.00,511.531598589
41.76,-98.21,412.839617053
42.11,-102.90,465.427130056
42.32,-103.07,17.0373985871
42.91,-98.85,526.572654294
42.81,-98.66,996.138960608
42.55,-99.86,81.6322323459
40.73,-99.01,349.361199908
40.93,-99.39,34.5098629853
41.03,-98.92,790.538940826
41.94,-96.48,116.869311989
41.78,-96.23,831.135421053
41.25,-97.13,310.166264605
41.10,-97.31,206.301514824
42.62,-97.26,122.764425533
40.52,-101.65,425.095561839
42.95,-100.94,886.155247547
42.88,-100.55,555.011906035
42.57,-100.69,217.675360087
41.41,-102.97,618.077717397
41.27,-102.66,404.219298431
41.15,-102.64,850.104221344
41.23,-103.02,837.097392555
40.50,-97.94,360.342224498
41.72,-97.00,93.3370234733
41.84,-96.71,533.005426447
41.60,-99.83,722.579154891
41.25,-100.07,224.477425869
41.22,-99.30,643.917196078
42.28,-96.73,981.175773365
42.81,-103.05,80.4686355629
42.67,-103.46,259.332501554
41.05,-102.15,723.243195886
41.09,-102.47,568.67974642
42.38,-96.96,277.356027511
42.65,-96.87,0.32383226619
42.26,-96.87,215.913713421
41.43,-96.47,576.635955465
41.35,-96.21,324.211808374
41.31,-95.90,710.161780976
41.32,-96.37,583.88790967
40.05,-101.54,45.2910058835
40.30,-101.38,675.067432241
40.53,-97.60,894.261988597
40.36,-97.73,931.593406183
40.10,-98.94,475.037950909
40.08,-99.14,318.137512114
40.67,-100.49,633.663546693
40.69,-100.05,494.770484678
40.13,-99.83,475.563561851
40.28,-100.14,768.403769791
40.28,-99.78,936.666801525
40.19,-99.39,807.162400116
40.45,-96.51,968.853652455
40.30,-96.75,440.299622236
40.18,-96.48,171.902972553
41.50,-102.62,626.358581242
41.80,-98.82,815.019754909
40.69,-99.70,967.647861692
40.48,-99.89,922.417552427
41.55,-98.53,57.2262471919
40.96,-98.31,3.65760783064
40.09,-99.21,921.074963933
40.52,-101.03,232.80644639
40.23,-100.83,107.696246182
40.17,-101.06,282.946689277
42.20,-98.75,310.871469042
42.46,-98.66,509.77393548
42.04,-101.05,283.163914563
41.21,-98.46,891.692236226
40.07,-97.17,626.18776089
40.35,-96.19,86.0588585997
40.52,-98.95,191.401072817
41.21,-101.67,846.838489688
41.13,-101.72,970.526815185
42.82,-99.75,568.790324911
41.01,-103.88,20.6832918418
41.25,-103.63,107.558699858
42.59,-97.64,555.328575977
42.74,-97.50,145.904764078
42.47,-98.22,493.854884678
42.72,-98.22,251.715688231
40.85,-96.75,532.154975018
40.82,-96.70,840.070138766
40.91,-96.86,640.644497527
40.97,-96.77,295.878713897
41.11,-100.98,413.272494847
41.06,-100.75,216.961020239
41.12,-100.67,175.706938845
40.84,-101.21,693.054492999
41.46,-100.60,22.7287488246
42.03,-97.49,565.124306003
41.99,-97.44,974.200897574
41.12,-98.01,230.711104718
41.67,-103.10,812.295676576
41.61,-102.90,109.916719309
41.46,-98.07,590.565483402
40.37,-95.75,476.656456685
40.03,-97.98,667.785414554
40.70,-95.89,152.958413414
40.67,-96.19,774.594502692
40.12,-96.16,885.773960156
40.24,-96.09,922.702919502
40.85,-101.54,212.198696006
40.45,-99.38,937.583416374
42.20,-97.52,795.329054304
41.46,-97.33,741.754086449
41.69,-97.48,761.473452196
41.18,-97.55,963.29040756
41.22,-97.39,625.888345977
40.22,-100.62,747.528885322
40.22,-100.63,319.207612485
40.02,-95.79,892.449258459
40.20,-95.71,543.988186739
42.60,-99.33,21.4048069069
40.62,-96.95,585.516565614
40.66,-97.22,700.551137603
40.39,-97.24,793.007434043
41.16,-96.19,315.425914434
41.15,-96.05,206.999892621
41.06,-96.01,227.353559831
41.04,-96.38,853.833762924
41.14,-96.48,729.11668219
41.31,-96.81,695.847596929
41.22,-96.78,354.481839359
41.86,-103.64,700.74259147
41.87,-103.59,104.8077602
40.90,-97.09,627.262412034
40.90,-97.35,400.98564162
42.06,-102.28,892.059856753
42.42,-103.73,581.30381189
42.69,-103.88,292.524507729
42.74,-103.92,619.800099137
42.80,-103.79,370.568025204
42.26,-103.52,925.224883982
42.04,-97.17,949.318969734
40.33,-97.57,883.313611387
40.18,-97.59,322.023958858
40.01,-97.50,193.573051376
42.15,-96.48,132.628344989
41.43,-99.13,369.991150916
41.60,-98.93,741.779478552
41.45,-96.09,899.29929981
41.56,-96.44,636.454604451
42.24,-97.01,619.932903806
40.31,-98.50,596.909530885
41.87,-98.55,385.117783075
40.88,-97.75,582.963998397
40.92,-97.60,743.812403897
43.55,-71.46,9.68707443948
43.70,-71.47,306.148588995
44.03,-71.14,446.890992515
43.86,-71.26,107.260680762
42.94,-72.32,334.856189555
42.95,-72.24,317.373703074
43.00,-72.31,284.936579922
44.45,-71.18,260.536582108
44.86,-71.54,120.666085724
45.09,-71.29,824.847801054
44.42,-71.50,70.6262026947
44.49,-71.57,343.998547488
44.27,-71.30,674.237490585
44.75,-71.63,146.975630566
44.26,-71.25,145.150961926
44.50,-71.33,672.173445587
44.15,-71.97,952.898938719
43.71,-72.29,256.014899282
42.83,-71.63,474.386042654
42.89,-71.98,198.859510566
42.98,-71.80,879.21079452
42.78,-71.80,928.726840312
42.78,-71.41,686.195750632
42.99,-71.39,175.679794232
43.26,-72.00,39.6118695166
43.20,-71.50,23.512421624
43.47,-71.67,582.93695256
43.03,-71.08,499.562537063
42.91,-71.20,813.420694757
43.14,-70.95,429.55628974
43.38,-72.18,375.592310958
39.45,-74.57,864.380333025
39.38,-74.83,506.801905912
39.64,-74.81,487.342143725
39.45,-74.75,983.182242407
39.84,-75.04,206.857854833
38.95,-74.94,13.8323895571
39.49,-75.22,747.384400888
40.68,-74.17,355.198357442
40.75,-74.16,12.4699478117
40.56,-74.88,805.01598338
40.37,-74.95,601.194692445
40.45,-74.81,568.200643034
40.26,-74.56,835.233004005
40.47,-74.44,534.71062474
40.31,-74.25,169.739504138
40.28,-74.00,944.72421745
40.89,-74.40,961.214473537
41.00,-74.50,950.381708761
40.74,-74.73,676.903923731
39.57,-74.25,365.124990142
41.03,-74.42,388.230821292
40.46,-74.58,251.130274947
40.56,-74.57,101.813444964
41.11,-74.48,86.7067670964
41.22,-74.66,676.540310477
40.83,-75.08,431.158723808
40.70,-75.20,505.22541457
35.13,-106.49,919.3295317
35.04,-106.62,365.581312912
35.02,-106.69,727.981859671
35.14,-106.71,487.062060138
33.32,-108.88,223.259698464
33.82,-108.94,558.014246969
34.34,-108.49,341.761197699
32.92,-105.34,111.283857102
33.38,-104.54,371.465282513
33.31,-104.51,108.993427052
33.43,-104.53,566.845297987
35.09,-107.52,832.793596449
35.04,-108.35,102.674142456
36.40,-105.29,700.713358185
36.47,-104.95,346.994665382
36.56,-105.26,53.1643555627
36.98,-104.38,978.395197861
36.57,-104.59,643.710071505
34.60,-103.22,896.169874218
34.43,-103.62,52.4364317854
34.39,-104.25,968.482945763
32.62,-106.74,401.000320054
31.87,-106.70,245.413130314
32.28,-106.76,126.465815634
32.75,-104.38,909.223937778
32.35,-104.22,514.028431778
32.33,-104.26,741.299185588
32.28,-104.51,305.756628933
32.81,-104.73,294.571717787
33.20,-108.21,870.784043268
31.92,-108.32,481.467209607
32.63,-108.17,311.042451399
35.90,-103.53,224.813749295
31.33,-108.53,601.488380614
33.34,-103.68,239.842178106
32.69,-103.21,649.002782775
32.11,-103.19,117.619284388
32.62,-103.08,657.287571243
32.17,-103.42,349.768668197
33.24,-103.36,430.852261427
34.15,-105.70,458.520708584
33.35,-105.14,245.569504093
35.86,-106.32,373.757667529
32.25,-107.70,342.545395134
36.18,-105.06,551.699034911
32.95,-105.74,230.547000473
32.95,-105.82,279.952706876
32.38,-106.09,20.4590747414
34.78,-103.75,176.887289872
35.11,-103.33,491.936258723
35.20,-103.69,827.514219272
36.09,-106.06,564.788267824
36.92,-106.58,772.962598833
36.94,-107.00,397.834905624
36.59,-106.73,975.315166275
34.17,-103.35,509.968449236
36.83,-108.00,988.585391233
36.67,-107.96,357.789389688
36.69,-108.31,886.118648766
36.80,-107.62,643.25545501
36.33,-107.84,205.325736594
35.41,-104.19,995.784062656
35.55,-105.69,610.108363871
35.64,-106.33,355.321354096
35.39,-106.54,958.45675134
35.95,-107.09,320.492780049
35.28,-106.62,40.9843794876
35.25,-106.63,78.292209392
35.80,-107.18,55.0200379951
35.95,-106.75,709.946384592
35.60,-105.93,927.673984136
35.18,-105.94,215.897105909
32.90,-107.31,56.2205442282
33.15,-107.18,765.641528607
32.92,-107.57,263.192751704
33.23,-107.27,824.170747764
34.42,-106.83,809.035809416
34.26,-106.09,360.204584934
34.08,-106.88,68.0986777733
36.71,-105.42,569.813290955
36.65,-105.97,512.318373849
34.82,-106.03,971.021339557
35.01,-106.04,464.688589799
34.52,-106.26,457.61438449
34.62,-106.31,540.835742401
34.62,-105.47,188.542854
36.74,-103.99,161.982147307
36.45,-103.15,379.820691108
36.30,-103.74,295.917418348
34.77,-106.76,668.202920878
39.13,-119.77,724.504873582
39.47,-119.06,198.41762175
36.01,-114.80,209.38819851
36.77,-114.13,600.954364366
36.44,-115.36,587.793304269
36.07,-115.16,522.827745352
35.17,-114.58,249.887263873
36.82,-114.05,507.230731189
36.26,-115.64,567.504450772
36.23,-115.12,50.1800855147
36.55,-114.46,665.076062358
36.07,-115.46,583.293797577
35.47,-114.92,975.221490871
36.43,-114.51,830.440676726
38.98,-119.89,408.112846939
39.08,-119.94,379.352304127
38.95,-119.78,846.707344065
38.41,-119.32,238.64223088
40.86,-115.74,368.220925093
40.83,-115.79,519.275333255
41.57,-115.21,769.066921968
41.98,-114.66,566.117248482
40.34,-115.62,751.811727475
40.74,-115.49,700.521664542
41.28,-114.17,911.527230108
40.20,-115.49,760.68011815
40.68,-115.74,541.006972865
41.31,-116.22,697.883736505
41.64,-115.80,106.599590904
37.61,-118.01,729.463360602
37.76,-117.57,88.2821017543
40.59,-116.47,642.311424956
39.90,-116.59,548.418269043
39.71,-116.05,147.015788409
39.52,-115.96,804.153380181
40.43,-116.12,771.373348902
41.99,-118.63,560.680102283
42.00,-117.72,224.664655452
41.57,-117.84,552.054896157
40.94,-117.75,151.346206527
40.90,-117.81,652.151001075
40.61,-116.89,492.702208294
37.61,-114.53,136.273591163
37.80,-114.41,14.8113590175
37.56,-115.22,427.529327583
37.27,-115.12,513.22666412
37.93,-114.45,1.77318383789
37.65,-115.75,980.533986221
38.04,-114.18,421.269422745
39.00,-119.16,415.359932321
38.52,-118.63,838.733821091
38.38,-118.11,343.408155754
38.52,-115.54,526.351559971
36.62,-116.03,459.891344082
36.26,-116.06,420.131748865
38.78,-117.17,343.011723366
38.42,-115.02,250.028166884
38.07,-117.24,261.776357532
40.66,-118.16,773.240679138
40.19,-118.48,772.063675104
40.47,-118.30,476.054876885
39.31,-119.65,387.398278438
40.66,-119.35,576.794580484
39.02,-119.71,5.94174619449
39.48,-119.77,726.243354005
39.57,-119.80,824.014490936
39.64,-119.71,950.591854893
39.56,-119.73,111.807106511
39.63,-119.88,239.525974748
39.95,-119.60,49.2955852842
39.30,-114.85,476.183022075
39.01,-114.22,106.372125682
38.87,-115.02,160.087730719
39.41,-114.77,394.681573949
39.36,-115.33,826.33775207
39.28,-114.99,553.430165453
42.74,-73.81,905.107752438
42.47,-73.93,849.3758258
42.25,-77.76,212.505809382
42.31,-78.02,211.45999963
42.43,-78.19,132.099963151
42.12,-77.95,129.219147734
42.04,-77.76,63.9994437896
42.21,-75.98,746.263595044
42.34,-75.97,778.533159114
42.10,-78.75,510.925529624
42.33,-78.46,916.060186783
42.07,-78.45,523.332914851
42.46,-79.00,878.258656169
42.93,-76.54,988.941801374
42.73,-76.66,635.079588257
42.95,-76.73,542.084716564
42.11,-79.16,172.331367409
42.00,-76.64,998.704171185
42.10,-76.84,322.13046404
42.32,-75.77,293.106696266
42.51,-75.52,10.4513968468
42.68,-75.51,949.119167081
44.91,-73.82,42.5981104767
42.11,-73.55,853.545634922
42.14,-74.65,48.051515621
42.33,-75.23,758.484632782
42.18,-75.15,721.098444029
42.94,-78.74,757.093006205
42.65,-78.71,909.84647824
42.74,-78.51,358.702942893
43.97,-74.22,590.520348652
44.84,-74.31,416.32393124
44.23,-74.44,604.987543504
43.16,-74.20,648.93800255
43.03,-78.17,720.310353627
42.24,-74.14,742.966435076
42.14,-74.09,582.294125582
43.76,-74.27,955.128442215
43.80,-74.87,738.702889492
43.90,-75.04,827.963962579
43.88,-75.43,986.221261847
43.58,-75.52,448.577450984
43.85,-75.72,181.444739904
43.80,-75.48,445.522567756
42.92,-77.76,249.031420585
42.57,-77.72,485.266608755
42.73,-77.91,980.576508551
42.84,-75.73,248.665604628
43.12,-77.68,419.859272264
40.78,-73.97,883.850447901
43.10,-78.94,262.442060745
43.27,-79.01,539.72125186
43.44,-75.37,560.810505138
43.28,-75.16,650.973608653
43.16,-75.46,772.499796329
43.15,-76.33,124.017392892
43.24,-76.20,439.795392323
42.95,-76.43,649.933217349
43.03,-76.13,389.574973198
43.11,-76.10,513.484032474
42.88,-77.03,793.761129125
42.79,-77.51,658.382300067
41.38,-74.68,30.5913361473
43.34,-78.39,691.367352437
43.53,-75.95,20.9648738239
43.31,-76.39,911.851282723
43.58,-76.12,662.160221796
42.72,-74.93,846.368484069
42.47,-75.01,577.91275319
42.46,-75.06,813.853223472
41.47,-73.65,910.941581294
40.64,-73.76,390.947250441
40.78,-73.88,585.552450175
42.85,-73.62,512.815768185
42.75,-73.68,569.168280281
43.32,-73.93,448.278858186
43.03,-73.82,310.695546986
42.77,-74.17,535.901026922
42.67,-74.43,247.652582625
42.45,-74.47,753.958942009
42.44,-76.76,371.357126133
42.90,-76.86,822.503478952
44.58,-75.11,206.831169066
44.35,-75.51,928.935031736
44.94,-74.85,895.886969787
44.73,-75.44,851.97877378
42.10,-77.23,864.178344047
42.35,-77.35,726.044315629
42.13,-77.07,534.147853898
42.35,-77.70,725.9487059
40.95,-72.31,453.362726521
40.88,-73.37,130.679364817
40.79,-73.10,994.201608454
41.83,-74.95,247.948913652
42.19,-76.31,331.471075382
42.08,-76.32,903.660825845
42.00,-76.53,444.414486983
42.52,-76.33,497.446376751
42.45,-76.45,942.596132875
41.77,-74.15,968.56228642
41.85,-74.05,902.51632185
43.66,-73.90,378.70160385
43.56,-73.40,729.854186694
43.06,-76.84,371.424223038
43.05,-77.08,914.274289603
43.21,-77.01,53.4955257222
42.57,-78.04,148.648987195
42.69,-78.22,420.10606087
38.81,-83.44,240.294544133
40.72,-84.13,255.559856239
41.68,-80.67,836.089548927
39.34,-82.10,174.211947963
39.50,-82.24,340.543912506
40.54,-84.44,314.84689545
40.14,-83.93,503.031603573
39.93,-84.03,969.406589299
39.97,-83.82,446.881221153
39.48,-83.85,724.424283411
40.37,-81.79,403.986409672
40.81,-83.61,636.106238586
40.72,-82.80,49.9611859327
41.41,-81.85,863.061622912
40.10,-84.65,168.394479726
40.22,-84.48,718.096414113
41.28,-84.38,522.310318723
41.32,-84.75,564.198608209
39.55,-83.42,513.732445923
39.99,-82.88,482.687433406
40.06,-82.89,969.323720161
40.13,-82.94,618.132100874
41.52,-84.15,827.959491836
38.82,-82.18,799.446780855
41.58,-81.18,902.349197089
40.01,-81.58,119.236713082
39.92,-81.43,329.589034493
39.15,-84.62,410.291102552
41.05,-83.66,903.720379467
40.19,-81.21,219.488096124
41.40,-84.11,197.712127378
39.23,-83.61,787.045710351
39.47,-82.73,398.511556985
39.53,-82.39,737.148812341
41.27,-82.62,862.281469826
39.08,-82.71,547.408197184
40.38,-80.63,944.631285103
40.29,-82.65,162.960575121
38.42,-82.59,686.994876878
38.70,-82.47,871.821958253
39.95,-82.48,53.9978627614
40.09,-82.41,288.701336959
40.35,-83.77,730.753131755
40.48,-83.81,308.206080668
41.30,-82.12,765.027612282
41.27,-82.22,703.209325178
41.59,-83.80,774.996819934
39.90,-83.51,887.649471174
41.05,-81.94,572.345077079
39.07,-82.29,799.070812084
40.57,-84.54,196.937111587
39.67,-80.87,695.472220135
